gene,location,confidence
ENSA,Nucleolus,2.0
ENSA,Cytoskeleton,2.0
ENSA,Cytosol,2.0
ENTHD2,Nucleus,2.0
ENTHD2,Nucleus,2.0
ENTHD2,Golgi apparatus,1.0
ENTPD1,Cytoskeleton,0.0
ENTPD3,Cytosol,2.0
ENTPD4,Vesicles,1.0
ENTPD5,Cytosol,2.0
ENTPD6,Golgi apparatus,1.0
ENTPD7,Nucleus,2.0
ENTPD8,Nucleus,2.0
ENTPD8,Vesicles,2.0
ENTPD8,Cytosol,2.0
ENY2,Nucleus,2.0
ENY2,Mitochondria,2.0
EOGT,Nucleus,2.0
EOGT,Nucleus,2.0
EOGT,Cytosol,2.0
EP300,Nucleus,3.0
EP400,Nucleus,1.0
EPAS1,Nucleus,2.0
EPAS1,Cytosol,2.0
EPB41,Plasma membrane,4.0
EPB41,Plasma membrane,4.0
EPB41,Cytosol,1.0
EPB41L1,Plasma membrane,4.0
EPB41L1,Plasma membrane,4.0
EPB41L2,Nucleus,1.0
EPB41L2,Plasma membrane,4.0
EPB41L2,Plasma membrane,1.0
EPB41L2,Plasma membrane,6.0
EPB41L2,Plasma membrane,3.0
EPB41L3,Plasma membrane,3.0
EPB41L4A,Nucleus,2.0
EPB41L4A,Plasma membrane,2.0
EPB41L4B,Cytosol,2.0
EPB41L4B,Plasma membrane,2.0
EPB41L5,Plasma membrane,1.0
EPC2,Nucleus,2.0
EPCAM,Plasma membrane,5.0
EPG5,Nucleus,2.0
EPGN,Nucleus,2.0
EPGN,Nucleus,2.0
EPGN,Cytosol,2.0
EPHA2,Vesicles,0.0
EPHA3,Nucleus,0.0
EPHA3,Golgi apparatus,0.0
EPHA3,Cytosol,0.0
EPHA6,Nucleus,3.0
EPHB1,Endoplasmic reticulum,2.0
EPHB1,Cytosol,2.0
EPHB1,Plasma membrane,5.0
EPHB2,Nucleus,2.0
EPHB2,Plasma membrane,5.0
EPHB6,Nucleus,2.0
EPHX2,Cytosol,3.0
EPHX4,Vesicles,2.0
EPM2A,Nucleus,3.0
EPN1,Cytosol,3.0
EPN2,Vesicles,1.0
EPN3,Nucleus,2.0
EPN3,Vesicles,1.0
EPOR,Vesicles,0.0
EPPK1,Cytoskeleton,3.0
EPRS,Cytosol,3.0
EPS15,Vesicles,3.0
EPS15,Cytosol,3.0
EPS15L1,Vesicles,2.0
EPS8,Golgi apparatus,2.0
EPS8L1,Cytosol,1.0
EPS8L2,Cytosol,1.0
EPS8L2,Plasma membrane,2.0
EPS8L3,Vesicles,2.0
EPSTI1,Cytosol,2.0
ERAL1,Cytosol,3.0
ERAL1,Mitochondria,6.0
ERAP1,Nucleus,2.0
ERAP1,Cytosol,2.0
ERAP1,Plasma membrane,3.0
ERAP2,Mitochondria,0.0
ERBB2,Cytosol,1.0
ERBB2,Plasma membrane,8.0
ERBB2IP,Nucleus,1.0
ERBB2IP,Plasma membrane,4.0
ERBB3,Cytoskeleton,2.0
ERBB3,Plasma membrane,5.0
ERC1,Vesicles,1.0
ERC1,Cytosol,1.0
ERC1,Plasma membrane,1.0
ERCC1,Nucleus,3.0
ERCC2,Nucleus,1.0
ERCC3,Nucleus,3.0
ERCC4,Nucleus,1.0
ERCC4,Nucleus,1.0
ERCC5,Nucleus,2.0
ERCC6,Nucleus,1.0
ERCC6L,Nucleus,1.0
ERCC6L,Cytoskeleton,1.0
ERCC6L,Cytosol,1.0
ERCC6L2,Nucleus,2.0
ERCC6L2,Cytosol,0.0
ERCC8,Nucleus,2.0
EREG,Vesicles,2.0
ERF,Nucleus,3.0
ERG,Nucleus,2.0
ERG,Cytosol,2.0
ERGIC1,Nucleus,1.0
ERGIC1,Vesicles,3.0
ERGIC2,Nucleolus,1.0
ERGIC2,Vesicles,1.0
ERGIC3,Nucleus,1.0
ERH,Nucleus,2.0
ERH,Cytosol,2.0
ERI1,Vesicles,2.0
ERI1,Cytoskeleton,2.0
ERI2,Nucleus,1.0
ERI2,Golgi apparatus,1.0
ERI3,Nucleus,2.0
ERI3,Cytosol,2.0
ERICH1,Nucleus,2.0
ERICH1,Nucleolus,2.0
ERICH1,Cytosol,2.0
ERICH2,Nucleolus,2.0
ERICH2,Vesicles,2.0
ERICH4,Nucleus,2.0
ERICH4,Cytosol,2.0
ERICH5,Nucleus,2.0
ERICH5,Golgi apparatus,2.0
ERICH5,Cytosol,2.0
ERLIN1,Endoplasmic reticulum,4.0
ERLIN2,Endoplasmic reticulum,4.0
ERMARD,Cytosol,2.0
ERMP1,Nucleus,2.0
ERMP1,Nucleolus,2.0
ERP29,Nucleus,0.0
ERP29,Cytoskeleton,0.0
ERRFI1,Cytosol,1.0
ERV3-1,Vesicles,2.0
ERVMER34-1,Nucleus,2.0
ERVMER34-1,Cytosol,2.0
ESAM,Cytoskeleton,2.0
ESCO2,Nucleus,1.0
ESCO2,Golgi apparatus,1.0
ESD,Golgi apparatus,1.0
ESD,Cytosol,1.0
ESF1,Nucleus,2.0
ESF1,Nucleolus,2.0
ESPL1,Nucleus,1.0
ESPL1,Vesicles,1.0
ESPN,Vesicles,2.0
ESR1,Nucleus,2.0
ESR1,Vesicles,2.0
ESR2,Nucleus,2.0
ESRP1,Nucleus,3.0
ESRP1,Nucleus,3.0
ESRP2,Nucleus,3.0
ESRRA,Nucleus,1.0
ESRRA,Nucleolus,2.0
ESRRA,Cytoskeleton,2.0
ESRRA,Cytoskeleton,2.0
ESRRG,Nucleus,2.0
ESX1,Nucleus,1.0
ESYT1,Endoplasmic reticulum,3.0
ESYT1,Endoplasmic reticulum,3.0
ESYT1,Vesicles,2.0
ESYT2,Cytosol,0.0
ETAA1,Nucleus,2.0
ETAA1,Cytosol,2.0
ETFA,Mitochondria,6.0
ETFB,Mitochondria,6.0
ETHE1,Mitochondria,6.0
ETNK1,Nucleus,1.0
ETNK1,Cytosol,1.0
ETNK1,Plasma membrane,1.0
ETNPPL,Nucleus,2.0
ETS1,Nucleus,3.0
ETS2,Nucleus,1.0
ETS2,Plasma membrane,0.0
ETV1,Nucleus,2.0
ETV3,Nucleus,2.0
ETV4,Nucleolus,1.0
ETV5,Nucleus,1.0
ETV6,Nucleolus,3.0
ETV6,Cytosol,1.0
ETV7,Nucleus,1.0
EVA1A,Vesicles,1.0
EVA1A,Plasma membrane,2.0
EVA1B,Cytosol,2.0
EVC,Nucleus,2.0
EVC,Cytosol,2.0
EVC2,Mitochondria,2.0
EVI2A,Nucleus,2.0
EVI2A,Nucleus,2.0
EVI5,Golgi apparatus,1.0
EVI5,Vesicles,1.0
EVI5L,Nucleus,2.0
EVL,Vesicles,2.0
EVL,Cytosol,2.0
EVPL,Cytoskeleton,1.0
EVPL,Cytosol,1.0
EVPLL,Nucleus,2.0
EVPLL,Nucleus,2.0
EVX1,Nucleus,2.0
EWSR1,Nucleus,3.0
EWSR1,Nucleolus,1.0
EXD2,Cytoskeleton,2.0
EXD2,Mitochondria,4.0
EXD3,Cytoskeleton,2.0
EXD3,Cytoskeleton,2.0
EXO1,Nucleus,1.0
EXO1,Nucleus,1.0
EXO5,Nucleus,1.0
EXO5,Cytosol,1.0
EXOC1,Cytoskeleton,2.0
EXOC1,Cytosol,2.0
EXOC1,Plasma membrane,2.0
EXOC2,Vesicles,1.0
EXOC3,Nucleus,2.0
EXOC3,Mitochondria,2.0
EXOC3L1,Vesicles,2.0
EXOC3L1,Plasma membrane,2.0
EXOC3L2,Nucleus,2.0
EXOC3L2,Vesicles,2.0
EXOC4,Nucleus,1.0
EXOC4,Nucleolus,1.0
EXOC6,Nucleus,2.0
EXOC6,Vesicles,1.0
EXOC6B,Nucleus,2.0
EXOC6B,Nucleus,2.0
EXOC6B,Cytosol,2.0
EXOC7,Vesicles,2.0
EXOC7,Cytosol,2.0
EXOC7,Plasma membrane,2.0
EXOC8,Cytosol,1.0
EXOSC1,Nucleus,2.0
EXOSC1,Nucleus,2.0
EXOSC10,Nucleus,2.0
EXOSC10,Nucleolus,1.0
EXOSC10,Cytosol,2.0
EXOSC2,Nucleus,1.0
EXOSC2,Nucleolus,1.0
EXOSC3,Nucleus,1.0
EXOSC4,Cytoskeleton,1.0
EXOSC4,Cytosol,1.0
EXOSC5,Nucleus,0.0
EXOSC5,Nucleolus,3.0
EXOSC7,Nucleus,1.0
EXOSC8,Mitochondria,2.0
EXOSC9,Nucleus,1.0
EXOSC9,Nucleolus,3.0
EXT2,Golgi apparatus,1.0
EXTL2,Nucleus,2.0
EXTL2,Cytosol,2.0
EYA1,Nucleus,1.0
EYA1,Nucleus,1.0
EYA2,Cytosol,1.0
EYA3,Nucleus,3.0
EYA4,Nucleus,2.0
EZH1,Nucleus,1.0
EZH2,Nucleus,1.0
EZR,Plasma membrane,4.0
F11,Vesicles,2.0
F11R,Cytoskeleton,2.0
F11R,Plasma membrane,9.0
F2RL1,Plasma membrane,3.0
F3,Vesicles,3.0
F5,Golgi apparatus,2.0
FA2H,Nucleus,2.0
FAAH,Cytosol,0.0
FAAP100,Nucleus,3.0
FAAP100,Cytoskeleton,3.0
FAAP100,Cytosol,3.0
FAAP20,Nucleus,1.0
FAAP20,Nucleus,1.0
FAAP20,Plasma membrane,0.0
FAAP24,Nucleus,1.0
FAAP24,Vesicles,2.0
FABP1,Nucleus,0.0
FABP1,Cytosol,1.0
FABP2,Cytoskeleton,2.0
FABP2,Cytosol,2.0
FABP2,Plasma membrane,2.0
FABP3,Golgi apparatus,2.0
FABP5,Cytosol,1.0
FABP5,Plasma membrane,2.0
FABP7,Nucleus,1.0
FABP7,Cytosol,1.0
FADD,Nucleus,1.0
FADD,Cytosol,1.0
FAF1,Nucleus,3.0
FAF2,Endoplasmic reticulum,1.0
FAF2,Vesicles,3.0
FAH,Cytosol,2.0
FAHD1,Nucleus,3.0
FAHD1,Mitochondria,6.0
FAIM,Cytosol,2.0
FAIM,Plasma membrane,2.0
FAIM2,Cytoskeleton,2.0
FAM101A,Nucleus,2.0
FAM101B,Cytoskeleton,2.0
FAM101B,Cytosol,2.0
FAM101B,Plasma membrane,2.0
FAM102A,Cytosol,2.0
FAM102B,Nucleolus,2.0
FAM102B,Cytosol,2.0
FAM103A1,Nucleus,1.0
FAM104A,Nucleus,2.0
FAM104A,Cytosol,2.0
FAM105A,Nucleolus,2.0
FAM105A,Cytosol,2.0
FAM107A,Nucleus,2.0
FAM107B,Nucleus,1.0
FAM110A,Nucleus,2.0
FAM110A,Vesicles,1.0
FAM110A,Cytosol,1.0
FAM110B,Cytosol,1.0
FAM110B,Mitochondria,1.0
FAM111A,Nucleus,2.0
FAM111A,Nucleolus,2.0
FAM111B,Nucleus,2.0
FAM111B,Cytosol,2.0
FAM114A1,Nucleus,3.0
FAM114A1,Golgi apparatus,3.0
FAM114A1,Cytosol,3.0
FAM114A2,Vesicles,2.0
FAM117A,Nucleus,2.0
FAM117B,Nucleus,2.0
FAM117B,Cytoskeleton,2.0
FAM118A,Cytoskeleton,2.0
FAM118A,Cytosol,2.0
FAM118B,Cytoskeleton,2.0
FAM118B,Cytosol,2.0
FAM120A,Cytosol,3.0
FAM120B,Nucleus,2.0
FAM120B,Cytosol,2.0
FAM120C,Nucleus,2.0
FAM122A,Nucleus,2.0
FAM122A,Nucleus,2.0
FAM122B,Nucleus,2.0
FAM122C,Nucleus,0.0
FAM124A,Nucleus,2.0
FAM124A,Cytosol,2.0
FAM124B,Nucleus,2.0
FAM126A,Cytosol,1.0
FAM126A,Plasma membrane,1.0
FAM126B,Nucleus,2.0
FAM126B,Plasma membrane,1.0
FAM129A,Cytosol,1.0
FAM129A,Plasma membrane,2.0
FAM129B,Nucleus,2.0
FAM129B,Cytosol,3.0
FAM129B,Plasma membrane,2.0
FAM131A,Nucleus,2.0
FAM131A,Nucleolus,2.0
FAM131B,Nucleus,3.0
FAM131B,Cytosol,3.0
FAM131C,Nucleolus,2.0
FAM131C,Cytoskeleton,2.0
FAM131C,Cytosol,2.0
FAM132A,Vesicles,2.0
FAM132B,Endoplasmic reticulum,2.0
FAM132B,Cytoskeleton,2.0
FAM133A,Nucleus,2.0
FAM133A,Nucleolus,2.0
FAM133B,Nucleus,2.0
FAM133B,Nucleolus,2.0
FAM134A,Cytosol,2.0
FAM134B,Nucleus,2.0
FAM134B,Endoplasmic reticulum,1.0
FAM134C,Nucleus,2.0
FAM134C,Nucleus,2.0
FAM134C,Cytosol,2.0
FAM135A,Nucleus,2.0
FAM135A,Cytosol,2.0
FAM135B,Nucleus,2.0
FAM135B,Nucleus,2.0
FAM136A,Mitochondria,3.0
FAM13A,Nucleolus,2.0
FAM13A,Plasma membrane,2.0
FAM13A,Cytosol,2.0
FAM13B,Nucleus,2.0
FAM13C,Nucleus,2.0
FAM13C,Cytosol,2.0
FAM149A,Nucleus,2.0
FAM149B1,Nucleus,2.0
FAM151A,Nucleus,0.0
FAM151B,Cytosol,2.0
FAM155A,Nucleus,2.0
FAM155A,Vesicles,2.0
FAM155A,Cytoskeleton,2.0
FAM160A1,Cytosol,2.0
FAM160A2,Mitochondria,2.0
FAM160B1,Nucleus,2.0
FAM160B1,Cytosol,2.0
FAM160B2,Nucleus,2.0
FAM160B2,Cytosol,2.0
FAM162A,Cytosol,1.0
FAM162A,Mitochondria,6.0
FAM163B,Nucleus,2.0
FAM163B,Cytosol,2.0
FAM163B,Plasma membrane,2.0
FAM167A,Endoplasmic reticulum,3.0
FAM167B,Cytoskeleton,2.0
FAM168A,Nucleus,2.0
FAM169A,Nucleus,3.0
FAM169A,Cytosol,0.0
FAM171A1,Nucleus,0.0
FAM171A1,Plasma membrane,6.0
FAM171B,Nucleus,2.0
FAM171B,Mitochondria,2.0
FAM172A,Nucleus,1.0
FAM172A,Cytosol,1.0
FAM173A,Cytosol,2.0
FAM173B,Nucleus,2.0
FAM173B,Vesicles,2.0
FAM174A,Golgi apparatus,2.0
FAM174A,Cytosol,2.0
FAM174B,Cytoskeleton,2.0
FAM175A,Nucleus,1.0
FAM175B,Cytosol,2.0
FAM177A1,Nucleus,2.0
FAM177A1,Vesicles,2.0
FAM178B,Nucleus,0.0
FAM178B,Golgi apparatus,0.0
FAM179B,Nucleus,2.0
FAM181B,Nucleus,2.0
FAM181B,Mitochondria,2.0
FAM182B,Nucleus,2.0
FAM184A,Nucleus,2.0
FAM184A,Golgi apparatus,1.0
FAM184A,Cytosol,2.0
FAM185A,Cytosol,3.0
FAM187A,Cytosol,2.0
FAM188A,Nucleus,1.0
FAM188A,Nucleus,1.0
FAM188B,Vesicles,1.0
FAM188B,Cytosol,1.0
FAM189A1,Nucleus,1.0
FAM189B,Nucleus,1.0
FAM192A,Nucleus,1.0
FAM192A,Vesicles,1.0
FAM193A,Cytosol,2.0
FAM193A,Plasma membrane,2.0
FAM193B,Nucleus,3.0
FAM193B,Nucleolus,2.0
FAM195B,Cytosol,2.0
FAM198A,Vesicles,1.0
FAM198B,Nucleus,2.0
FAM198B,Nucleolus,2.0
FAM198B,Golgi apparatus,2.0
FAM199X,Nucleus,2.0
FAM199X,Golgi apparatus,2.0
FAM199X,Cytosol,2.0
FAM204A,Nucleus,1.0
FAM204A,Nucleolus,1.0
FAM206A,Nucleus,1.0
FAM206A,Cytosol,1.0
FAM207A,Golgi apparatus,2.0
FAM207A,Vesicles,2.0
FAM208A,Nucleus,3.0
FAM208B,Nucleus,1.0
FAM208B,Cytosol,1.0
FAM20B,Nucleus,0.0
FAM20B,Golgi apparatus,4.0
FAM20C,Nucleus,2.0
FAM20C,Golgi apparatus,2.0
FAM20C,Cytosol,2.0
FAM210A,Nucleus,2.0
FAM210A,Golgi apparatus,2.0
FAM210A,Mitochondria,4.0
FAM210B,Cytosol,2.0
FAM210B,Plasma membrane,2.0
FAM212A,Nucleus,2.0
FAM212A,Vesicles,2.0
FAM212B,Nucleus,2.0
FAM213B,Nucleus,2.0
FAM213B,Cytosol,2.0
FAM213B,Plasma membrane,2.0
FAM214A,Nucleus,2.0
FAM214B,Nucleus,2.0
FAM214B,Nucleolus,2.0
FAM216A,Cytoskeleton,2.0
FAM217B,Nucleus,1.0
FAM219A,Nucleus,1.0
FAM219A,Golgi apparatus,1.0
FAM219A,Vesicles,1.0
FAM219B,Nucleus,2.0
FAM219B,Golgi apparatus,2.0
FAM21A,Nucleolus,2.0
FAM21A,Vesicles,1.0
FAM21A,Cytosol,0.0
FAM21C,Nucleolus,2.0
FAM21C,Vesicles,1.0
FAM21C,Cytosol,0.0
FAM220A,Vesicles,2.0
FAM221A,Cytosol,2.0
FAM222A,Nucleus,2.0
FAM222A,Cytoskeleton,2.0
FAM222A,Mitochondria,2.0
FAM222A,Plasma membrane,2.0
FAM222B,Nucleus,3.0
FAM227A,Nucleus,0.0
FAM227B,Nucleus,2.0
FAM228B,Golgi apparatus,2.0
FAM229B,Nucleus,2.0
FAM229B,Nucleolus,2.0
FAM229B,Golgi apparatus,2.0
FAM231A,Cytosol,2.0
FAM231B,Cytosol,2.0
FAM231C,Cytosol,2.0
FAM231D,Cytosol,2.0
FAM234A,Nucleus,0.0
FAM234A,Mitochondria,0.0
FAM234B,Endoplasmic reticulum,2.0
FAM26E,Golgi apparatus,2.0
FAM32A,Nucleus,1.0
FAM32A,Nucleolus,1.0
FAM35A,Nucleus,2.0
FAM35A,Cytoskeleton,2.0
FAM3A,Nucleus,2.0
FAM3A,Nucleolus,2.0
FAM3B,Vesicles,2.0
FAM3C,Golgi apparatus,5.0
FAM43A,Vesicles,2.0
FAM43B,Cytosol,2.0
FAM45A,Cytoskeleton,2.0
FAM45A,Cytosol,2.0
FAM45A,Plasma membrane,2.0
FAM46A,Nucleus,2.0
FAM46A,Cytosol,2.0
FAM46C,Nucleus,2.0
FAM47E,Cytosol,0.0
FAM47E,Plasma membrane,0.0
FAM47E-STBD1,Cytosol,0.0
FAM47E-STBD1,Plasma membrane,0.0
FAM49A,Nucleus,2.0
FAM49B,Nucleus,2.0
FAM49B,Cytosol,2.0
FAM50A,Nucleus,3.0
FAM50B,Nucleus,3.0
FAM50B,Cytoskeleton,3.0
FAM53A,Nucleus,0.0
FAM53B,Cytosol,2.0
FAM58A,Nucleus,2.0
FAM58A,Cytosol,2.0
FAM60A,Nucleus,2.0
FAM60A,Cytosol,2.0
FAM63A,Nucleus,1.0
FAM63B,Nucleus,3.0
FAM64A,Nucleus,3.0
FAM64A,Nucleolus,1.0
FAM64A,Cytosol,2.0
FAM65A,Golgi apparatus,2.0
FAM65A,Cytosol,2.0
FAM65C,Nucleus,2.0
FAM69A,Nucleus,2.0
FAM69A,Cytosol,2.0
FAM69B,Nucleus,2.0
FAM69B,Nucleus,2.0
FAM69B,Vesicles,2.0
FAM71E1,Nucleolus,2.0
FAM71F1,Cytosol,0.0
FAM71F2,Nucleus,2.0
FAM72A,Vesicles,2.0
FAM72A,Cytosol,2.0
FAM72A,Plasma membrane,2.0
FAM72B,Vesicles,2.0
FAM72B,Cytosol,2.0
FAM72B,Plasma membrane,2.0
FAM72C,Vesicles,2.0
FAM72C,Cytosol,2.0
FAM72C,Plasma membrane,2.0
FAM72D,Vesicles,2.0
FAM72D,Cytosol,2.0
FAM72D,Plasma membrane,2.0
FAM73A,Mitochondria,3.0
FAM73B,Plasma membrane,2.0
FAM73B,Cytosol,1.0
FAM76A,Nucleus,2.0
FAM76A,Cytosol,2.0
FAM76B,Nucleus,2.0
FAM76B,Nucleolus,2.0
FAM78A,Nucleus,0.0
FAM78A,Vesicles,0.0
FAM78B,Golgi apparatus,2.0
FAM78B,Vesicles,2.0
FAM81A,Nucleus,2.0
FAM81A,Cytosol,2.0
FAM83A,Nucleus,2.0
FAM83F,Nucleus,2.0
FAM83F,Mitochondria,2.0
FAM83G,Cytosol,1.0
FAM83H,Cytosol,2.0
FAM84A,Nucleus,2.0
FAM84B,Nucleus,2.0
FAM86B1,Vesicles,0.0
FAM86B2,Vesicles,0.0
FAM89A,Nucleus,2.0
FAM89A,Golgi apparatus,2.0
FAM89A,Vesicles,2.0
FAM8A1,Golgi apparatus,1.0
FAM91A1,Nucleus,2.0
FAM91A1,Cytoskeleton,2.0
FAM92A1,Mitochondria,2.0
FAM96A,Nucleus,1.0
FAM96A,Cytosol,1.0
FAM96B,Nucleus,1.0
FAM96B,Cytosol,2.0
FAM98A,Vesicles,1.0
FAM98B,Nucleus,1.0
FAM98B,Vesicles,2.0
FAM98C,Nucleus,2.0
FAM98C,Nucleolus,2.0
FAM98C,Cytosol,2.0
FAM9B,Nucleus,0.0
FAN1,Nucleus,1.0
FAN1,Cytoskeleton,0.0
FAN1,Cytosol,0.0
FANCA,Nucleus,1.0
FANCC,Nucleus,1.0
FANCD2,Nucleus,1.0
FANCD2,Nucleus,1.0
FANCD2,Cytosol,0.0
FANCE,Nucleus,1.0
FANCG,Nucleolus,1.0
FANCG,Cytosol,1.0
FANCG,Plasma membrane,2.0
FANCI,Nucleus,3.0
FANCL,Nucleus,2.0
FANCL,Vesicles,2.0
FANCM,Nucleus,1.0
FANK1,Nucleus,1.0
FAR1,Vesicles,3.0
FAR2,Nucleolus,2.0
FAR2,Golgi apparatus,2.0
FARP1,Cytosol,1.0
FARP2,Cytosol,2.0
FARS2,Plasma membrane,2.0
FARSA,Cytosol,1.0
FARSB,Nucleus,1.0
FARSB,Cytosol,1.0
FAS,Cytosol,2.0
FAS,Plasma membrane,8.0
FASN,Cytosol,3.0
FASN,Plasma membrane,3.0
FASTK,Nucleus,2.0
FASTK,Mitochondria,2.0
FASTKD1,Nucleus,2.0
FASTKD2,Mitochondria,4.0
FASTKD3,Nucleus,2.0
FASTKD3,Mitochondria,4.0
FAT4,Cytosol,2.0
FAU,Nucleolus,1.0
FAU,Endoplasmic reticulum,1.0
FAU,Cytosol,1.0
FAXC,Nucleus,2.0
FBF1,Cytoskeleton,2.0
FBL,Nucleolus,3.0
FBLIM1,Nucleolus,2.0
FBLIM1,Cytoskeleton,1.0
FBLIM1,Plasma membrane,1.0
FBLL1,Nucleus,1.0
FBLL1,Nucleolus,2.0
FBLN1,Endoplasmic reticulum,5.0
FBLN1,Endoplasmic reticulum,5.0
FBLN2,Plasma membrane,4.0
FBLN5,Cytosol,2.0
FBLN5,Plasma membrane,2.0
FBLN7,Plasma membrane,2.0
FBLN7,Plasma membrane,2.0
FBN1,Cytosol,2.0
FBN2,Nucleus,2.0
FBN2,Cytosol,2.0
FBP1,Mitochondria,0.0
FBP2,Nucleus,2.0
FBP2,Plasma membrane,2.0
FBRS,Nucleus,2.0
FBRSL1,Nucleus,2.0
FBRSL1,Cytosol,2.0
FBRSL1,Plasma membrane,2.0
FBXL12,Mitochondria,2.0
FBXL14,Nucleus,2.0
FBXL14,Golgi apparatus,2.0
FBXL14,Cytosol,2.0
FBXL17,Nucleus,2.0
FBXL18,Nucleus,2.0
FBXL18,Cytosol,2.0
FBXL19,Cytoskeleton,2.0
FBXL2,Nucleus,2.0
FBXL2,Nucleolus,2.0
FBXL2,Plasma membrane,1.0
FBXL20,Cytoskeleton,2.0
FBXL22,Nucleolus,0.0
FBXL22,Cytosol,0.0
FBXL3,Nucleus,3.0
FBXL4,Nucleus,1.0
FBXL6,Nucleus,2.0
FBXL8,Golgi apparatus,2.0
FBXO10,Nucleus,2.0
FBXO10,Cytosol,2.0
FBXO11,Nucleus,1.0
FBXO16,Nucleus,2.0
FBXO16,Vesicles,2.0
FBXO16,Cytosol,2.0
FBXO16,Plasma membrane,2.0
FBXO2,Nucleus,2.0
FBXO2,Cytosol,2.0
FBXO21,Mitochondria,2.0
FBXO27,Nucleus,2.0
FBXO28,Nucleus,2.0
FBXO28,Cytoskeleton,2.0
FBXO3,Nucleus,2.0
FBXO3,Cytosol,2.0
FBXO30,Cytoskeleton,2.0
FBXO31,Nucleus,2.0
FBXO31,Golgi apparatus,2.0
FBXO31,Cytosol,2.0
FBXO32,Nucleus,1.0
FBXO32,Cytosol,1.0
FBXO33,Nucleus,2.0
FBXO34,Nucleus,2.0
FBXO36,Nucleus,2.0
FBXO36,Nucleolus,2.0
FBXO38,Nucleus,1.0
FBXO38,Cytoskeleton,2.0
FBXO38,Cytosol,2.0
FBXO38,Plasma membrane,1.0
FBXO4,Nucleus,2.0
FBXO41,Nucleus,2.0
FBXO41,Cytosol,2.0
FBXO41,Plasma membrane,2.0
FBXO42,Nucleus,2.0
FBXO44,Nucleus,2.0
FBXO45,Cytosol,2.0
FBXO46,Nucleus,2.0
FBXO46,Vesicles,2.0
FBXO46,Cytosol,2.0
FBXO48,Nucleus,2.0
FBXO5,Nucleus,1.0
FBXO7,Nucleus,1.0
FBXO7,Cytosol,1.0
FBXO8,Nucleus,2.0
FBXO8,Cytosol,2.0
FBXO9,Cytoskeleton,2.0
FBXW10,Nucleus,2.0
FBXW11,Nucleolus,2.0
FBXW11,Vesicles,2.0
FBXW2,Nucleus,2.0
FBXW4,Golgi apparatus,2.0
FBXW5,Mitochondria,2.0
FBXW7,Nucleus,1.0
FBXW7,Vesicles,2.0
FBXW8,Cytosol,1.0
FBXW9,Cytosol,2.0
FCAR,Plasma membrane,5.0
FCF1,Nucleus,2.0
FCGBP,Golgi apparatus,2.0
FCGBP,Cytoskeleton,2.0
FCGBP,Plasma membrane,2.0
FCHO1,Nucleus,3.0
FCHO1,Cytosol,3.0
FCHO2,Vesicles,2.0
FCHO2,Cytoskeleton,2.0
FCHO2,Cytosol,2.0
FCHSD1,Nucleus,2.0
FCHSD1,Cytosol,2.0
FCHSD2,Nucleus,2.0
FCHSD2,Cytoskeleton,2.0
FCHSD2,Cytoskeleton,2.0
FCHSD2,Plasma membrane,2.0
FCMR,Nucleus,2.0
FCMR,Cytoskeleton,2.0
FCMR,Cytosol,2.0
FCRLB,Cytosol,1.0
FDFT1,Endoplasmic reticulum,4.0
FDPS,Nucleus,2.0
FDPS,Cytosol,2.0
FDX1,Mitochondria,5.0
FDXACB1,Nucleus,0.0
FDXACB1,Cytosol,0.0
FDXR,Mitochondria,5.0
FEM1A,Nucleus,1.0
FEM1A,Golgi apparatus,1.0
FEM1A,Cytosol,2.0
FEM1B,Nucleus,1.0
FEM1B,Cytosol,1.0
FEM1C,Nucleus,2.0
FEM1C,Cytosol,2.0
FEN1,Nucleus,2.0
FEN1,Nucleolus,1.0
FEN1,Mitochondria,1.0
FEN1,Plasma membrane,0.0
FER,Cytosol,1.0
FERMT2,Nucleus,1.0
FERMT2,Cytoskeleton,1.0
FERMT3,Vesicles,2.0
FES,Nucleus,2.0
FES,Vesicles,2.0
FES,Cytosol,2.0
FEV,Nucleus,2.0
FEZ1,Cytoskeleton,1.0
FEZ1,Cytosol,2.0
FEZ2,Nucleolus,2.0
FEZ2,Golgi apparatus,2.0
FEZ2,Cytosol,2.0
FEZF1,Nucleus,1.0
FEZF1,Cytosol,2.0
FFAR4,Plasma membrane,1.0
FGD1,Cytosol,2.0
FGD1,Plasma membrane,2.0
FGD3,Nucleus,2.0
FGD3,Cytosol,2.0
FGD4,Cytoskeleton,1.0
FGD6,Vesicles,2.0
FGF1,Nucleus,3.0
FGF11,Cytoskeleton,2.0
FGF12,Nucleus,2.0
FGF12,Cytosol,2.0
FGF13,Cytosol,1.0
FGF14,Nucleolus,2.0
FGF2,Nucleus,1.0
FGF2,Nucleus,1.0
FGF5,Nucleus,1.0
FGF5,Nucleolus,1.0
FGF5,Cytosol,1.0
FGF7,Nucleus,2.0
FGF7,Nucleolus,2.0
FGFR1,Nucleolus,2.0
FGFR1OP,Cytoskeleton,1.0
FGFR1OP2,Mitochondria,2.0
FGFR2,Vesicles,1.0
FGFR3,Endoplasmic reticulum,1.0
FGFRL1,Nucleus,2.0
FGFRL1,Vesicles,2.0
FGFRL1,Cytosol,2.0
FGGY,Nucleus,2.0
FGGY,Nucleus,2.0
FGR,Vesicles,2.0
FGR,Plasma membrane,2.0
FH,Mitochondria,6.0
