gene,location,confidence
KDELC1,Endoplasmic reticulum,3.0
KIAA0100,Endoplasmic reticulum,3.0
LAMB3,Endoplasmic reticulum,3.0
LEMD2,Endoplasmic reticulum,3.0
LEPREL1,Endoplasmic reticulum,3.0
LEPREL4,Endoplasmic reticulum,3.0
LNP,Endoplasmic reticulum,3.0
LSG1,Endoplasmic reticulum,3.0
MAGT1,Endoplasmic reticulum,3.0
METTL7A,Endoplasmic reticulum,3.0
MLEC,Endoplasmic reticulum,3.0
MOSPD1,Endoplasmic reticulum,3.0
MYDGF,Endoplasmic reticulum,3.0
NBAS,Endoplasmic reticulum,3.0
NENF,Endoplasmic reticulum,3.0
NFXL1,Endoplasmic reticulum,3.0
OSBPL8,Endoplasmic reticulum,3.0
PDIA5,Endoplasmic reticulum,3.0
PLOD2,Endoplasmic reticulum,3.0
PNPLA6,Endoplasmic reticulum,3.0
POFUT1,Endoplasmic reticulum,3.0
RINT1,Endoplasmic reticulum,3.0
SCFD2,Endoplasmic reticulum,3.0
SDF2L1,Endoplasmic reticulum,3.0
SEL1L,Endoplasmic reticulum,3.0
SEP15,Endoplasmic reticulum,3.0
SLC22A18,Endoplasmic reticulum,3.0
SPCS1,Endoplasmic reticulum,3.0
SQLE,Endoplasmic reticulum,3.0
SRP68,Endoplasmic reticulum,3.0
SRPR,Endoplasmic reticulum,3.0
SSR3,Endoplasmic reticulum,3.0
SSR4,Endoplasmic reticulum,3.0
ST7,Endoplasmic reticulum,3.0
STX18,Endoplasmic reticulum,3.0
TGFBR1,Endoplasmic reticulum,3.0
TM2D3,Endoplasmic reticulum,3.0
TMBIM6,Endoplasmic reticulum,3.0
TMEM131,Endoplasmic reticulum,3.0
TMEM199,Endoplasmic reticulum,3.0
TMEM258,Endoplasmic reticulum,3.0
TMEM33,Endoplasmic reticulum,3.0
TMEM38B,Endoplasmic reticulum,3.0
TMTC3,Endoplasmic reticulum,3.0
TOR1B,Endoplasmic reticulum,3.0
TOR2A,Endoplasmic reticulum,3.0
TRAM1,Endoplasmic reticulum,3.0
TREX1,Endoplasmic reticulum,3.0
TTC13,Endoplasmic reticulum,3.0
TTC17,Endoplasmic reticulum,3.0
TXNDC15,Endoplasmic reticulum,3.0
UBE2J1,Endoplasmic reticulum,3.0
UGT8,Endoplasmic reticulum,3.0
UTS2,Endoplasmic reticulum,3.0
WFS1,Endoplasmic reticulum,3.0
ACAD11,Endoplasmic reticulum,2.0
ACBD5,Endoplasmic reticulum,2.0
ACOT8,Endoplasmic reticulum,2.0
AGPAT9,Endoplasmic reticulum,2.0
ALG11,Endoplasmic reticulum,2.0
ATP6AP1,Endoplasmic reticulum,2.0
B3GALTL,Endoplasmic reticulum,2.0
BACE2,Endoplasmic reticulum,2.0
BMP1,Endoplasmic reticulum,2.0
BMPR1A,Endoplasmic reticulum,2.0
C1QTNF6,Endoplasmic reticulum,2.0
C4BPB,Endoplasmic reticulum,2.0
CCDC115,Endoplasmic reticulum,2.0
CHID1,Endoplasmic reticulum,2.0
CKAP4,Endoplasmic reticulum,2.0
CLN6,Endoplasmic reticulum,2.0
CNPY3,Endoplasmic reticulum,2.0
COL12A1,Endoplasmic reticulum,2.0
COL4A1,Endoplasmic reticulum,2.0
CTAGE5,Endoplasmic reticulum,2.0
DCAKD,Endoplasmic reticulum,2.0
DPY19L1,Endoplasmic reticulum,2.0
EFEMP1,Endoplasmic reticulum,2.0
ELMOD2,Endoplasmic reticulum,2.0
EMC10,Endoplasmic reticulum,2.0
EMC3,Endoplasmic reticulum,2.0
EMC4,Endoplasmic reticulum,2.0
EMC8,Endoplasmic reticulum,2.0
ERLEC1,Endoplasmic reticulum,2.0
FAT1,Endoplasmic reticulum,2.0
FBXL20,Endoplasmic reticulum,2.0
FOXRED2,Endoplasmic reticulum,2.0
GRAMD1A,Endoplasmic reticulum,2.0
GRAMD1B,Endoplasmic reticulum,2.0
HACD1,Endoplasmic reticulum,2.0
HERPUD1,Endoplasmic reticulum,2.0
KDELC2,Endoplasmic reticulum,2.0
LAMA5,Endoplasmic reticulum,2.0
LONP2,Endoplasmic reticulum,2.0
LPCAT4,Endoplasmic reticulum,2.0
MAMDC2,Endoplasmic reticulum,2.0
MANBAL,Endoplasmic reticulum,2.0
MFSD3,Endoplasmic reticulum,2.0
MIA3,Endoplasmic reticulum,2.0
MSRB3,Endoplasmic reticulum,2.0
NCLN,Endoplasmic reticulum,2.0
OSMR,Endoplasmic reticulum,2.0
OSTC,Endoplasmic reticulum,2.0
PARP16,Endoplasmic reticulum,2.0
PBXIP1,Endoplasmic reticulum,2.0
PDE3A,Endoplasmic reticulum,2.0
PEX1,Endoplasmic reticulum,2.0
PIGQ,Endoplasmic reticulum,2.0
POFUT2,Endoplasmic reticulum,2.0
PPIC,Endoplasmic reticulum,2.0
PQLC1,Endoplasmic reticulum,2.0
RAB29,Endoplasmic reticulum,2.0
RAB7A,Endoplasmic reticulum,2.0
RAB9A,Endoplasmic reticulum,2.0
SCAP,Endoplasmic reticulum,2.0
SIL1,Endoplasmic reticulum,2.0
SLC37A4,Endoplasmic reticulum,2.0
SMIM13,Endoplasmic reticulum,2.0
SRP19,Endoplasmic reticulum,2.0
SRP72,Endoplasmic reticulum,2.0
TMEM161A,Endoplasmic reticulum,2.0
TMEM208,Endoplasmic reticulum,2.0
TMEM41B,Endoplasmic reticulum,2.0
TMEM57,Endoplasmic reticulum,2.0
TMEM68,Endoplasmic reticulum,2.0
TMUB1,Endoplasmic reticulum,2.0
TNFRSF1A,Endoplasmic reticulum,2.0
TXNDC12,Endoplasmic reticulum,2.0
UFM1,Endoplasmic reticulum,2.0
UGGT2,Endoplasmic reticulum,2.0
VEZT,Endoplasmic reticulum,2.0
VMA21,Endoplasmic reticulum,2.0
ABHD16A,Endoplasmic reticulum,1.0
AGRN,Endoplasmic reticulum,1.0
ALG13,Endoplasmic reticulum,1.0
ARV1,Endoplasmic reticulum,1.0
ATF6,Endoplasmic reticulum,1.0
ATRAID,Endoplasmic reticulum,1.0
C14orf1,Endoplasmic reticulum,1.0
C17orf62,Endoplasmic reticulum,1.0
CLU,Endoplasmic reticulum,1.0
CRIM1,Endoplasmic reticulum,1.0
CST3,Endoplasmic reticulum,1.0
CYBA,Endoplasmic reticulum,1.0
DNAJC14,Endoplasmic reticulum,1.0
FBN1,Endoplasmic reticulum,1.0
FUCA2,Endoplasmic reticulum,1.0
FUT11,Endoplasmic reticulum,1.0
H6PD,Endoplasmic reticulum,1.0
HLA-E,Endoplasmic reticulum,1.0
ITPRIPL2,Endoplasmic reticulum,1.0
JPH2,Endoplasmic reticulum,1.0
LIFR,Endoplasmic reticulum,1.0
LY6K,Endoplasmic reticulum,1.0
MBOAT2,Endoplasmic reticulum,1.0
MICAL2,Endoplasmic reticulum,1.0
MMGT1,Endoplasmic reticulum,1.0
MST1R,Endoplasmic reticulum,1.0
NCSTN,Endoplasmic reticulum,1.0
NUDT12,Endoplasmic reticulum,1.0
NXPH4,Endoplasmic reticulum,1.0
OGFOD3,Endoplasmic reticulum,1.0
PEX13,Endoplasmic reticulum,1.0
PEX16,Endoplasmic reticulum,1.0
PEX3,Endoplasmic reticulum,1.0
POMK,Endoplasmic reticulum,1.0
RAB32,Endoplasmic reticulum,1.0
RNF149,Endoplasmic reticulum,1.0
SDCBP,Endoplasmic reticulum,1.0
SNX14,Endoplasmic reticulum,1.0
SVEP1,Endoplasmic reticulum,1.0
TMEM19,Endoplasmic reticulum,1.0
TNFRSF10B,Endoplasmic reticulum,1.0
TRABD2A,Endoplasmic reticulum,1.0
TRPM7,Endoplasmic reticulum,1.0
TXNDC11,Endoplasmic reticulum,1.0
TYRO3,Endoplasmic reticulum,1.0
AAAS,Endoplasmic reticulum,0.0
ATRN,Endoplasmic reticulum,0.0
C19orf25,Endoplasmic reticulum,0.0
C1orf43,Endoplasmic reticulum,0.0
C6orf120,Endoplasmic reticulum,0.0
CAMLG,Endoplasmic reticulum,0.0
CDIP1,Endoplasmic reticulum,0.0
CIB1,Endoplasmic reticulum,0.0
CTDNEP1,Endoplasmic reticulum,0.0
DNAJC25,Endoplasmic reticulum,0.0
FAM8A1,Endoplasmic reticulum,0.0
GPR56,Endoplasmic reticulum,0.0
GXYLT1,Endoplasmic reticulum,0.0
MBOAT1,Endoplasmic reticulum,0.0
NDC1,Endoplasmic reticulum,0.0
NUS1,Endoplasmic reticulum,0.0
OLFML2A,Endoplasmic reticulum,0.0
PHYH,Endoplasmic reticulum,0.0
QPCTL,Endoplasmic reticulum,0.0
RNF185,Endoplasmic reticulum,0.0
SENP8,Endoplasmic reticulum,0.0
SGSH,Endoplasmic reticulum,0.0
SLC27A1,Endoplasmic reticulum,0.0
SREBF2,Endoplasmic reticulum,0.0
TAPT1,Endoplasmic reticulum,0.0
TMEM147,Endoplasmic reticulum,0.0
TMEM161B,Endoplasmic reticulum,0.0
TMEM248,Endoplasmic reticulum,0.0
TMEM41A,Endoplasmic reticulum,0.0
TMPPE,Endoplasmic reticulum,0.0
UNC93B1,Endoplasmic reticulum,0.0
ATL2,Endoplasmic reticulum,3.0
MCTP2,Endoplasmic reticulum,3.0
PTPN2,Endoplasmic reticulum,3.0
REEP4,Endoplasmic reticulum,3.0
DNAJC5,Endoplasmic reticulum,3.0
ENDOD1,Endoplasmic reticulum,3.0
FAM134A,Endoplasmic reticulum,3.0
OSBPL3,Endoplasmic reticulum,3.0
RAB18,Endoplasmic reticulum,3.0
RAB21,Endoplasmic reticulum,3.0
REEP3,Endoplasmic reticulum,3.0
LRCH4,Endoplasmic reticulum,2.0
PDZD8,Endoplasmic reticulum,2.0
PIGG,Endoplasmic reticulum,2.0
PRSS56,Endoplasmic reticulum,2.0
RAB12,Endoplasmic reticulum,2.0
RAB30,Endoplasmic reticulum,2.0
RABL3,Endoplasmic reticulum,2.0
RTN2,Endoplasmic reticulum,2.0
SCFD1,Endoplasmic reticulum,2.0
SEC22B,Endoplasmic reticulum,2.0
ZFYVE27,Endoplasmic reticulum,2.0
FAM134C,Endoplasmic reticulum,1.0
HSPA6,Endoplasmic reticulum,1.0
OSBPL10,Endoplasmic reticulum,1.0
RAB5A,Endoplasmic reticulum,1.0
RAB5C,Endoplasmic reticulum,1.0
STBD1,Endoplasmic reticulum,1.0
TEX2,Endoplasmic reticulum,1.0
ZW10,Endoplasmic reticulum,1.0
BAG2,Endoplasmic reticulum,0.0
BAG5,Endoplasmic reticulum,0.0
DESI2,Endoplasmic reticulum,0.0
PAM,Endoplasmic reticulum,0.0
RAB5B,Endoplasmic reticulum,0.0
SEMA3B,Endoplasmic reticulum,0.0
BET1,Golgi apparatus,3.0
ERP44,Golgi apparatus,3.0
GOLT1B,Golgi apparatus,3.0
KDELR2,Golgi apparatus,3.0
LMAN2,Golgi apparatus,3.0
SPRYD7,Golgi apparatus,3.0
TMED2,Golgi apparatus,3.0
TMED4,Golgi apparatus,3.0
TMED9,Golgi apparatus,3.0
ERGIC1,Golgi apparatus,3.0
ERGIC2,Golgi apparatus,3.0
GLE1,Golgi apparatus,3.0
IER3IP1,Golgi apparatus,3.0
LMAN2L,Golgi apparatus,3.0
MCFD2,Golgi apparatus,3.0
RAB1A,Golgi apparatus,3.0
SURF4,Golgi apparatus,3.0
TMED5,Golgi apparatus,3.0
TSPAN13,Golgi apparatus,3.0
ANKH,Golgi apparatus,2.0
CNIH4,Golgi apparatus,2.0
ERGIC3,Golgi apparatus,2.0
GPR180,Golgi apparatus,2.0
LMAN1,Golgi apparatus,2.0
NSF,Golgi apparatus,2.0
NUPL2,Golgi apparatus,2.0
NXF1,Golgi apparatus,2.0
NXT1,Golgi apparatus,2.0
RAB2A,Golgi apparatus,2.0
RAB2B,Golgi apparatus,2.0
RAB43,Golgi apparatus,2.0
TAOK2,Golgi apparatus,2.0
TMED1,Golgi apparatus,2.0
CDK17,Golgi apparatus,1.0
DOCK10,Golgi apparatus,1.0
DST,Golgi apparatus,1.0
ECHDC1,Golgi apparatus,1.0
NAPA,Golgi apparatus,1.0
POLE,Golgi apparatus,1.0
SEC22A,Golgi apparatus,1.0
SEH1L,Golgi apparatus,1.0
SEMA3F,Golgi apparatus,1.0
SGK1,Golgi apparatus,1.0
SLC38A1,Golgi apparatus,1.0
TMEM167A,Golgi apparatus,1.0
TTC3,Golgi apparatus,1.0
IPPK,Golgi apparatus,0.0
MARCKS,Golgi apparatus,0.0
RDX,Golgi apparatus,0.0
STX16,Golgi apparatus,0.0
TNFSF13,Golgi apparatus,0.0
TSPAN31,Golgi apparatus,0.0
USP46,Golgi apparatus,0.0
CANT1,Golgi apparatus,3.0
EXTL2,Golgi apparatus,3.0
GALNT1,Golgi apparatus,3.0
GLT8D2,Golgi apparatus,3.0
AIFM2,Golgi apparatus,3.0
DUT,Golgi apparatus,3.0
GARS,Golgi apparatus,3.0
GLT8D1,Golgi apparatus,3.0
MAN1B1,Golgi apparatus,3.0
MBLAC2,Golgi apparatus,3.0
MGAT1,Golgi apparatus,3.0
NIF3L1,Golgi apparatus,3.0
PREPL,Golgi apparatus,3.0
PRKACA,Golgi apparatus,3.0
PRKACB,Golgi apparatus,3.0
SGMS1,Golgi apparatus,3.0
TM9SF2,Golgi apparatus,3.0
TM9SF4,Golgi apparatus,3.0
TNS1,Golgi apparatus,3.0
TRMT1,Golgi apparatus,3.0
UBIAD1,Golgi apparatus,3.0
AHNAK,Golgi apparatus,2.0
ARF1,Golgi apparatus,2.0
ARHGAP12,Golgi apparatus,2.0
B3GAT3,Golgi apparatus,2.0
B4GALT5,Golgi apparatus,2.0
BPNT1,Golgi apparatus,2.0
C1GALT1,Golgi apparatus,2.0
C3orf58,Golgi apparatus,2.0
CAV2,Golgi apparatus,2.0
CHST14,Golgi apparatus,2.0
CNN2,Golgi apparatus,2.0
COASY,Golgi apparatus,2.0
COG1,Golgi apparatus,2.0
COG3,Golgi apparatus,2.0
CRIP2,Golgi apparatus,2.0
FAM3A,Golgi apparatus,2.0
GOSR1,Golgi apparatus,2.0
HINT3,Golgi apparatus,2.0
HS2ST1,Golgi apparatus,2.0
HTATIP2,Golgi apparatus,2.0
HTRA1,Golgi apparatus,2.0
IDI1,Golgi apparatus,2.0
LPP,Golgi apparatus,2.0
LYPLA2,Golgi apparatus,2.0
MGAT5,Golgi apparatus,2.0
PHLDB2,Golgi apparatus,2.0
PIP4K2C,Golgi apparatus,2.0
PITPNB,Golgi apparatus,2.0
PKP4,Golgi apparatus,2.0
POMGNT1,Golgi apparatus,2.0
PPL,Golgi apparatus,2.0
PPM1L,Golgi apparatus,2.0
PTRHD1,Golgi apparatus,2.0
RAB10,Golgi apparatus,2.0
RHOBTB3,Golgi apparatus,2.0
RHOC,Golgi apparatus,2.0
RSPRY1,Golgi apparatus,2.0
SLC35B2,Golgi apparatus,2.0
SORBS2,Golgi apparatus,2.0
SPG20,Golgi apparatus,2.0
ST3GAL4,Golgi apparatus,2.0
TAGLN2,Golgi apparatus,2.0
TWF2,Golgi apparatus,2.0
UMPS,Golgi apparatus,2.0
UXS1,Golgi apparatus,2.0
ZDHHC13,Golgi apparatus,2.0
ACOT13,Golgi apparatus,1.0
AKR7A2,Golgi apparatus,1.0
B4GAT1,Golgi apparatus,1.0
CHD1L,Golgi apparatus,1.0
DRAP1,Golgi apparatus,1.0
FERMT2,Golgi apparatus,1.0
HAGH,Golgi apparatus,1.0
MFSD5,Golgi apparatus,1.0
MTFMT,Golgi apparatus,1.0
MTMR10,Golgi apparatus,1.0
NECAP2,Golgi apparatus,1.0
NME1,Golgi apparatus,1.0
PACSIN3,Golgi apparatus,1.0
PARK7,Golgi apparatus,1.0
PPFIBP1,Golgi apparatus,1.0
PTGES2,Golgi apparatus,1.0
SFT2D3,Golgi apparatus,1.0
SLC35A1,Golgi apparatus,1.0
SLC39A9,Golgi apparatus,1.0
STRN,Golgi apparatus,1.0
STX17,Golgi apparatus,1.0
TRIOBP,Golgi apparatus,1.0
VCL,Golgi apparatus,1.0
XPO1,Golgi apparatus,1.0
YKT6,Golgi apparatus,1.0
ANKMY2,Golgi apparatus,0.0
ANKRD13C,Golgi apparatus,0.0
ATG3,Golgi apparatus,0.0
BCR,Golgi apparatus,0.0
BID,Golgi apparatus,0.0
C1GALT1C1,Golgi apparatus,0.0
C2orf43,Golgi apparatus,0.0
CMC2,Golgi apparatus,0.0
COA5,Golgi apparatus,0.0
CRK,Golgi apparatus,0.0
EHBP1L1,Golgi apparatus,0.0
EXTL3,Golgi apparatus,0.0
FCHO2,Golgi apparatus,0.0
GPD1L,Golgi apparatus,0.0
LGALS1,Golgi apparatus,0.0
NME2,Golgi apparatus,0.0
NPEPPS,Golgi apparatus,0.0
PROSC,Golgi apparatus,0.0
SAR1A,Golgi apparatus,0.0
SEC14L1,Golgi apparatus,0.0
TES,Golgi apparatus,0.0
TLN2,Golgi apparatus,0.0
TMPO,Golgi apparatus,0.0
TNPO3,Golgi apparatus,0.0
TPM1,Golgi apparatus,0.0
TPM3,Golgi apparatus,0.0
TPM3,Golgi apparatus,0.0
TPM4,Golgi apparatus,0.0
TRIM47,Golgi apparatus,0.0
UST,Golgi apparatus,0.0
ABCB6,Lysosome,3.0
ACP2,Lysosome,3.0
AGA,Lysosome,3.0
ASAH1,Lysosome,3.0
CD63,Lysosome,3.0
CTSA,Lysosome,3.0
CTSB,Lysosome,3.0
CTSC,Lysosome,3.0
CTSD,Lysosome,3.0
CTSZ,Lysosome,3.0
DNASE2,Lysosome,3.0
DPP7,Lysosome,3.0
DRAM2,Lysosome,3.0
GAA,Lysosome,3.0
GBA,Lysosome,3.0
GGH,Lysosome,3.0
GLA,Lysosome,3.0
GLB1,Lysosome,3.0
GLMP,Lysosome,3.0
GNS,Lysosome,3.0
HEXA,Lysosome,3.0
HEXB,Lysosome,3.0
IFI30,Lysosome,3.0
IFITM3,Lysosome,3.0
LAMP1,Lysosome,3.0
LAMP2,Lysosome,3.0
LAMTOR3,Lysosome,3.0
MAN2B1,Lysosome,3.0
NAGA,Lysosome,3.0
NPC1,Lysosome,3.0
PLBD2,Lysosome,3.0
PLD3,Lysosome,3.0
PRCP,Lysosome,3.0
RNASET2,Lysosome,3.0
RNF13,Lysosome,3.0
RNF167,Lysosome,3.0
SCARB2,Lysosome,3.0
SLC17A5,Lysosome,3.0
TCIRG1,Lysosome,3.0
TM7SF3,Lysosome,3.0
TMEM192,Lysosome,3.0
ARSB,Lysosome,3.0
CLCN7,Lysosome,3.0
CTSL,Lysosome,3.0
GPRC5A,Lysosome,3.0
LAMTOR1,Lysosome,3.0
LAMTOR2,Lysosome,3.0
LAMTOR4,Lysosome,3.0
LAMTOR5,Lysosome,3.0
LIPA,Lysosome,3.0
NPC2,Lysosome,3.0
OSTM1,Lysosome,3.0
PPT1,Lysosome,3.0
PTTG1IP,Lysosome,3.0
SCPEP1,Lysosome,3.0
SIAE,Lysosome,3.0
SLC38A7,Lysosome,3.0
SLC38A9,Lysosome,3.0
SPNS1,Lysosome,3.0
TMEM59,Lysosome,3.0
TPP1,Lysosome,3.0
ARSA,Lysosome,2.0
CLN3,Lysosome,2.0
CTSV,Lysosome,2.0
GALNS,Lysosome,2.0
HPSE,Lysosome,2.0
IFITM2,Lysosome,2.0
NDFIP2,Lysosome,2.0
NISCH,Lysosome,2.0
PLA2G15,Lysosome,2.0
PPT2,Lysosome,2.0
PSAP,Lysosome,2.0
SLC35F6,Lysosome,2.0
SNX11,Lysosome,2.0
SNX17,Lysosome,2.0
STK11IP,Lysosome,2.0
TSPAN3,Lysosome,2.0
TTYH3,Lysosome,2.0
CTBS,Lysosome,1.0
EEA1,Lysosome,1.0
GPRC5C,Lysosome,1.0
LGMN,Lysosome,1.0
MANBA,Lysosome,1.0
MFSD12,Lysosome,1.0
RRAGC,Lysosome,1.0
WDR45B,Lysosome,1.0
CREG1,Lysosome,0.0
TRIM14,Lysosome,0.0
ALDH9A1,Mitochondria,3.0
CRYZ,Mitochondria,3.0
FAHD2A,Mitochondria,3.0
GRHPR,Mitochondria,3.0
MTO1,Mitochondria,3.0
ACOT9,Mitochondria,3.0
ACSF3,Mitochondria,3.0
AIFM1,Mitochondria,3.0
ATP5C1,Mitochondria,3.0
ATP5E,Mitochondria,3.0
BAX,Mitochondria,3.0
BCAT2,Mitochondria,3.0
C21orf33,Mitochondria,3.0
CBR4,Mitochondria,3.0
CCBL2,Mitochondria,3.0
CLPB,Mitochondria,3.0
CMC1,Mitochondria,3.0
COX5A,Mitochondria,3.0
COX7A2,Mitochondria,3.0
CPS1,Mitochondria,3.0
CRAT,Mitochondria,3.0
DCXR,Mitochondria,3.0
DLST,Mitochondria,3.0
DNAJC11,Mitochondria,3.0
DNAJC15,Mitochondria,3.0
DNAJC19,Mitochondria,3.0
ECI1,Mitochondria,3.0
FASTKD5,Mitochondria,3.0
FECH,Mitochondria,3.0
GCSH,Mitochondria,3.0
GK,Mitochondria,3.0
GOT2,Mitochondria,3.0
GPD2,Mitochondria,3.0
GSR,Mitochondria,3.0
GTPBP10,Mitochondria,3.0
HK2,Mitochondria,3.0
HRSP12,Mitochondria,3.0
HSD17B10,Mitochondria,3.0
HSD17B8,Mitochondria,3.0
HSPE1,Mitochondria,3.0
ISCU,Mitochondria,3.0
LAP3,Mitochondria,3.0
LYPLA1,Mitochondria,3.0
MACROD1,Mitochondria,3.0
MARS2,Mitochondria,3.0
MCUR1,Mitochondria,3.0
MFN2,Mitochondria,3.0
MGST3,Mitochondria,3.0
MRPL16,Mitochondria,3.0
MRPL17,Mitochondria,3.0
MRPL18,Mitochondria,3.0
MRPL24,Mitochondria,3.0
MRPL27,Mitochondria,3.0
MRPL3,Mitochondria,3.0
MRPL30,Mitochondria,3.0
MRPL32,Mitochondria,3.0
MRPL39,Mitochondria,3.0
MRPL4,Mitochondria,3.0
MRPL48,Mitochondria,3.0
MRPL49,Mitochondria,3.0
MRPL50,Mitochondria,3.0
MRPL53,Mitochondria,3.0
MRPL55,Mitochondria,3.0
MRPS12,Mitochondria,3.0
MRPS17,Mitochondria,3.0
MRPS18A,Mitochondria,3.0
MRPS24,Mitochondria,3.0
MRPS27,Mitochondria,3.0
MRPS30,Mitochondria,3.0
MRRF,Mitochondria,3.0
MTCH1,Mitochondria,3.0
MT-CO2,Mitochondria,3.0
MTG2,Mitochondria,3.0
MTHFD2,Mitochondria,3.0
MT-ND4,Mitochondria,3.0
MYO19,Mitochondria,3.0
NADK2,Mitochondria,3.0
NDUFA2,Mitochondria,3.0
NDUFA5,Mitochondria,3.0
NDUFA6,Mitochondria,3.0
NDUFAF7,Mitochondria,3.0
NDUFB10,Mitochondria,3.0
NDUFB3,Mitochondria,3.0
NDUFB7,Mitochondria,3.0
NDUFS6,Mitochondria,3.0
NDUFS7,Mitochondria,3.0
NFS1,Mitochondria,3.0
NGRN,Mitochondria,3.0
NIPSNAP1,Mitochondria,3.0
NME3,Mitochondria,3.0
NSUN4,Mitochondria,3.0
NT5C3A,Mitochondria,3.0
NT5DC2,Mitochondria,3.0
PDE12,Mitochondria,3.0
PISD,Mitochondria,3.0
PRDX3,Mitochondria,3.0
PYCR1,Mitochondria,3.0
RARS2,Mitochondria,3.0
RHOT2,Mitochondria,3.0
SARS2,Mitochondria,3.0
SCO1,Mitochondria,3.0
SLC25A1,Mitochondria,3.0
SLC25A11,Mitochondria,3.0
SOD2,Mitochondria,3.0
SPR,Mitochondria,3.0
SPRYD4,Mitochondria,3.0
STOML2,Mitochondria,3.0
SURF1,Mitochondria,3.0
TAMM41,Mitochondria,3.0
TARS2,Mitochondria,3.0
TFB1M,Mitochondria,3.0
TIMM21,Mitochondria,3.0
TMEM126A,Mitochondria,3.0
TMEM261,Mitochondria,3.0
TOP3A,Mitochondria,3.0
TRMT61B,Mitochondria,3.0
TRUB2,Mitochondria,3.0
UQCR10,Mitochondria,3.0
UQCRB,Mitochondria,3.0
UQCRH,Mitochondria,3.0
VDAC1,Mitochondria,3.0
VPS13A,Mitochondria,3.0
VWA8,Mitochondria,3.0
WBSCR16,Mitochondria,3.0
XPNPEP3,Mitochondria,3.0
ABCB10,Mitochondria,2.0
ACSF2,Mitochondria,2.0
AK2,Mitochondria,2.0
ATP5D,Mitochondria,2.0
BCKDHA,Mitochondria,2.0
BCS1L,Mitochondria,2.0
BOLA3,Mitochondria,2.0
C6orf203,Mitochondria,2.0
C8orf82,Mitochondria,2.0
CCDC127,Mitochondria,2.0
COQ6,Mitochondria,2.0
COQ9,Mitochondria,2.0
CORO7,Mitochondria,2.0
COX7C,Mitochondria,2.0
DUS2,Mitochondria,2.0
ECSIT,Mitochondria,2.0
ELAC2,Mitochondria,2.0
ETFDH,Mitochondria,2.0
FARS2,Mitochondria,2.0
FTSJ2,Mitochondria,2.0
FUNDC2,Mitochondria,2.0
GATC,Mitochondria,2.0
GFM2,Mitochondria,2.0
GUK1,Mitochondria,2.0
HARS2,Mitochondria,2.0
HIBADH,Mitochondria,2.0
HMGCL,Mitochondria,2.0
ISCA1,Mitochondria,2.0
LYRM7,Mitochondria,2.0
MARC2,Mitochondria,2.0
MP68,Mitochondria,2.0
MPC2,Mitochondria,2.0
MRPL13,Mitochondria,2.0
MRPL15,Mitochondria,2.0
MRPS33,Mitochondria,2.0
MRS2,Mitochondria,2.0
MT-ATP6,Mitochondria,2.0
MT-ND5,Mitochondria,2.0
NDUFAF1,Mitochondria,2.0
NDUFAF3,Mitochondria,2.0
NDUFAF6,Mitochondria,2.0
NDUFS5,Mitochondria,2.0
NIPSNAP3A,Mitochondria,2.0
NIT2,Mitochondria,2.0
PCCB,Mitochondria,2.0
PNPLA4,Mitochondria,2.0
QIL1,Mitochondria,2.0
QRSL1,Mitochondria,2.0
RHOT1,Mitochondria,2.0
RPUSD3,Mitochondria,2.0
RTN4IP1,Mitochondria,2.0
SFXN4,Mitochondria,2.0
SLC25A12,Mitochondria,2.0
SLC25A15,Mitochondria,2.0
THEM4,Mitochondria,2.0
TIMM10B,Mitochondria,2.0
TIMM8B,Mitochondria,2.0
TMEM186,Mitochondria,2.0
TMEM256,Mitochondria,2.0
UQCC1,Mitochondria,2.0
YBEY,Mitochondria,2.0
ADCK1,Mitochondria,1.0
ADPRHL2,Mitochondria,1.0
AGPAT5,Mitochondria,1.0
ATPAF2,Mitochondria,1.0
AUH,Mitochondria,1.0
CEBPZOS,Mitochondria,1.0
COQ7,Mitochondria,1.0
FAM173B,Mitochondria,1.0
FLAD1,Mitochondria,1.0
METTL15,Mitochondria,1.0
MTHFS,Mitochondria,1.0
NDUFA3,Mitochondria,1.0
NUDT19,Mitochondria,1.0
OPA3,Mitochondria,1.0
PDSS2,Mitochondria,1.0
PGS1,Mitochondria,1.0
POLG,Mitochondria,1.0
PTCD2,Mitochondria,1.0
QTRTD1,Mitochondria,1.0
SDHC,Mitochondria,1.0
SDR39U1,Mitochondria,1.0
SLC25A19,Mitochondria,1.0
SLC25A40,Mitochondria,1.0
THG1L,Mitochondria,1.0
TMEM65,Mitochondria,1.0
TRIT1,Mitochondria,1.0
ALDH4A1,Mitochondria,0.0
APOA1BP,Mitochondria,0.0
BCKDHB,Mitochondria,0.0
BNIP3,Mitochondria,0.0
C17orf80,Mitochondria,0.0
CARKD,Mitochondria,0.0
CEP152,Mitochondria,0.0
CHSY1,Mitochondria,0.0
CISD3,Mitochondria,0.0
COX11,Mitochondria,0.0
COX19,Mitochondria,0.0
COX8A,Mitochondria,0.0
DHRS4,Mitochondria,0.0
GLRX2,Mitochondria,0.0
LYRM4,Mitochondria,0.0
MCEE,Mitochondria,0.0
MGAT4B,Mitochondria,0.0
MLX,Mitochondria,0.0
MT-ATP8,Mitochondria,0.0
MT-CO3,Mitochondria,0.0
NFU1,Mitochondria,0.0
NIT1,Mitochondria,0.0
OXLD1,Mitochondria,0.0
